story_id,source_url,canonical_url,story_family_key,story_family_count,is_duplicate_url,source_batch,active_flag,published_at,headline_raw,headline,headline_word_count,editorial_team_list,source_tags_raw,source_tags_clean,analysis_basis,analysis_confidence,primary_entity,entity_type,entity_role,secondary_entities,topic_cluster,topic_cluster_label,main_point_of_interest,topic_subject,framing,angle,content_type,tone,framing_scope_flag,hook_type,reader_promise,narrative_device,stakes,specificity_level,evidence_type,audience_fit,replicable_elements,trend_anchor,trend_query_terms,trend_exclusion_notes,trend_fit_score,search_use_case
1252,https://www.businessinsider.com/young-living-gary-young-founder-essential-oils-2020-7,https://www.businessinsider.com/young-living-gary-young-founder-essential-oils-2020-7,https://www.businessinsider.com/young-living-gary-young-founder-essential-oils-2020-7,1,no,evergreen stories pull 2026-06-09T1228,yes,2020-07-29,"Inside Gary Young's criminal history, secret past, and his cultlike leadership of the Young Living 'essential oils' empire","Inside Gary Young's criminal history, secret past, and his cultlike leadership of the Young Living 'essential oils' empire",18,Investigations,BI Photo|Investigation|Young Living|BI Prime|multi-level marketing|Essential Oils|insider investigates|Gary Young|Hollis Johnson,BI Photo|Investigation|Young Living|multi-level marketing|Essential Oils|insider investigates|Gary Young|Hollis Johnson,headline + source tags,high,BI Photo,topic,,,business_strategy_and_companies,business strategy and companies,Business consequence,"Company strategy, competition, and execution",business consequence framing,Show how strategy and execution affect the company or market position.,Explainer / analysis,"Practical, consequential, business-facing","Broad, especially strong in company strategy coverage",business consequence,How the company or strategy decision affects outcomes.,implication,The stake is whether strategy translates into competitive advantage or visible pressure.,Highly specific,analysis,business readers and operators,"Show how strategy, competition, or execution changes outcomes.",company strategy and competitive pressure,business|story|trend,,45,"Use when the query is about company strategy, competition, or management decisions. Anchor: company strategy and competitive pressure."
1253,https://www.businessinsider.com/can-marijuana-kill-you-2016-11,https://www.businessinsider.com/can-marijuana-kill-you-2016-11,https://www.businessinsider.com/can-marijuana-kill-you-2016-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2016-11-05,Here's how much marijuana it would take to kill you,Here's how much marijuana it would take to kill you,10,,BI Innovation|Marijuana,BI Innovation|Marijuana,headline + source tags,high,BI Innovation,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1254,https://www.businessinsider.com/new-dating-apps-tinder-hinge-bumble-alternatives-2025-12,https://www.businessinsider.com/new-dating-apps-tinder-hinge-bumble-alternatives-2025-12,https://www.businessinsider.com/new-dating-apps-tinder-hinge-bumble-alternatives-2025-12,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-12-30,The new era of dating has arrived. Here's your cheat sheet to 24 new apps.,The new era of dating has arrived. Here's your cheat sheet to 24 new apps.,15,Business News|Corporate|Media,BI Illustration|Alyssa Powell|Love and AI|Dating Apps|Startups,BI Illustration|Alyssa Powell|Love and AI|Dating Apps|Startups,headline + source tags,high,BI Illustration,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
1255,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,2,yes,evergreen stories pull 2026-06-09T1228,yes,2023-01-28,"I've donated my hair to charity 4 times, but I probably never will again. Here's what you need to know if you want to do it.","I've donated my hair to charity 4 times, but I probably never will again. Here's what you need to know if you want to do it.",26,,BI Graphics|Wigs for Kids|Pantene Beautiful Lengths|Hair Donation|Shayanne Gal|INSIDER graphics|Charitable Giving|Locks of Love,Wigs for Kids|Pantene Beautiful Lengths|Hair Donation|Shayanne Gal|INSIDER graphics|Charitable Giving|Locks of Love,headline + source tags,high,Wigs for Kids,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1256,https://www.businessinsider.com/companies-beauty-brands-connected-2017-5,https://www.businessinsider.com/companies-beauty-brands-connected-2017-5,https://www.businessinsider.com/companies-beauty-brands-connected-2017-5,1,no,evergreen stories pull 2026-06-09T1228,yes,2017-05-18,These 7 companies control almost every single beauty product you buy,These 7 companies control almost every single beauty product you buy,11,,BI Graphics|Shopping|Brands|Beauty,Shopping|Brands|Beauty,headline + source tags,high,Shopping,topic,,,retail_and_shopping,retail and shopping,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in retail and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,shoppers and retail watchers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1257,https://www.businessinsider.com/where-survivor-players-go-when-voted-off-ponderosa-secrets-2021-7,https://www.businessinsider.com/where-survivor-players-go-when-voted-off-ponderosa-secrets-2021-7,https://www.businessinsider.com/where-survivor-players-go-when-voted-off-ponderosa-secrets-2021-7,1,no,evergreen stories pull 2026-06-09T1228,yes,2021-11-18,"'Survivor' players share what it's like at Ponderosa, the luxurious resort where losers wait for the finale","'Survivor' players share what it's like at Ponderosa, the luxurious resort where losers wait for the finale",17,Lifestyle Freelance,BI Graphics|Reality TV show|Evergreen story|Survivor Feature|Marianne Ayala|freelancer-le|Reality TV|Freelancer|Survivor|TV Show,Reality TV show|Survivor Feature|Marianne Ayala|Reality TV|Survivor|TV Show,headline + source tags,high,Reality TV show,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
1258,https://www.businessinsider.com/what-it-was-like-having-a-period-on-survivor-2021-6,https://www.businessinsider.com/what-it-was-like-having-a-period-on-survivor-2021-6,https://www.businessinsider.com/what-it-was-like-having-a-period-on-survivor-2021-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2021-07-09,'Survivor' players reveal what it was like getting their periods on the island,'Survivor' players reveal what it was like getting their periods on the island,13,Lifestyle Freelance,BI Graphics|Marianne Ayala|Freelancer|Evergreen story|Survivor Feature|TV|Reality TV|TV Show|Interview|Feature|Periods|Period,Marianne Ayala|Survivor Feature|TV|Reality TV|TV Show|Interview|Feature|Periods|Period,headline + source tags,high,Marianne Ayala,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
1259,https://www.businessinsider.com/game-shows-words-in-different-colors-stroop-effect-it-2019-7,https://www.businessinsider.com/game-shows-words-in-different-colors-stroop-effect-it-2019-7,https://www.businessinsider.com/game-shows-words-in-different-colors-stroop-effect-it-2019-7,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-07-24,"Only 1 in 5 people can pass this brainteaser that mismatches the written name of a color and its actual color, can you?","Only 1 in 5 people can pass this brainteaser that mismatches the written name of a color and its actual color, can you?",23,,BI Graphics|Game|brain teaser|Samantha Lee|Brainteaser,Game|brain teaser|Samantha Lee|Brainteaser,headline + source tags,high,Game,topic,,,sports_and_fandom,sports and fandom,Current development,Sports performance and fan attention,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in sports coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,sports readers and fans,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1260,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-03-30,10 companies you've never heard of control more than 50 of the biggest restaurant chains in the world,10 companies you've never heard of control more than 50 of the biggest restaurant chains in the world,18,Business Features,BI Graphics|Food|Restaurants|BI Photo|fast-food chains|Fast Food|BI Select|Features|Brands|Chains|Hollis Johnson,Food|Restaurants|BI Photo|fast-food chains|Fast Food|Brands|Chains|Hollis Johnson,headline + source tags,high,Food,topic,,,food_and_consumer_habits,food and consumer habits,Current development,Food behavior and consumer habits,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in food and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,food and consumer readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1261,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,https://www.businessinsider.com/who-owns-taco-bell-arbys-burger-king-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-09-05,10 companies you've never heard of control more than 50 of the biggest restaurant chains in the world,10 companies you've never heard of control more than 50 of the biggest restaurant chains in the world,18,Business Features,BI Graphics|Fast Food|Features|Brands|Restaurants|fast-food chains|Food|Hollis Johnson|BI Select|BI Photo|Chains,Fast Food|Brands|Restaurants|fast-food chains|Food|Hollis Johnson|BI Photo|Chains,headline + source tags,high,Fast Food,topic,,,food_and_consumer_habits,food and consumer habits,Current development,Food behavior and consumer habits,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in food and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,food and consumer readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1262,https://www.businessinsider.com/albrecht-family-aldi-fortune-heirs-net-worth-secretive-lifestyle-photos-2019-3,https://www.businessinsider.com/albrecht-family-aldi-fortune-heirs-net-worth-secretive-lifestyle-photos-2019-3,https://www.businessinsider.com/albrecht-family-aldi-fortune-heirs-net-worth-secretive-lifestyle-photos-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-09-10,"Meet the Albrechts, the reclusive billionaire heirs to the Aldi and Trader Joe's empire","Meet the Albrechts, the reclusive billionaire heirs to the Aldi and Trader Joe's empire",14,Lifestyle Team,BI Graphics|Billionaies|Arts & Culture|BI Select|Shayanne Gal|Aldi|Visual Slideshow|Features|Net Worth|Albrecht,Billionaies|Arts & Culture|Shayanne Gal|Aldi|Visual Slideshow|Net Worth|Albrecht,headline + source tags,high,Billionaies,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1263,https://www.businessinsider.com/compare-human-launch-rockets-sizes-sls-starship-soyuz-falcon-shepard-2022-9,https://www.businessinsider.com/compare-human-launch-rockets-sizes-sls-starship-soyuz-falcon-shepard-2022-9,https://www.businessinsider.com/compare-human-launch-rockets-sizes-sls-starship-soyuz-falcon-shepard-2022-9,1,no,evergreen stories pull 2026-06-09T1228,yes,2022-11-16,See how NASA's new lunar mega-rocket sizes up to past and future astronaut launch systems,See how NASA's new lunar mega-rocket sizes up to past and future astronaut launch systems,15,Science,BI Graphics|Astronauts|Human Spaceflight|Space Launch System|Rockets|SLS|Marianne Ayala|Rocket Launch|NASA|Artemis,Astronauts|Human Spaceflight|Space Launch System|Rockets|SLS|Marianne Ayala|Rocket Launch|NASA|Artemis,headline + source tags,high,SpaceX,organization,organizational_actor,NASA,space_and_aerospace,space and aerospace,Future implications,SpaceX launch systems and mission risk,science/tech implication framing,Turn a technical development into a reader-relevant consequence.,Explainer / analysis,"Speculative, explanatory, consequential","Broad, especially strong in space and aerospace coverage",technology implication,A forward-looking read on what could change next.,implication,"The stake is whether a forecast becomes a real shift in behavior, markets, or expectations.",Specific,analysis,readers following space and aerospace,Translate a technical development into real-world stakes.,SpaceX launch system,SpaceX|spacex|starship|rocket|launch|nasa|ipo|funding|valuation|revenue,,95,"Use when the query is about SpaceX, Starship, launch risk, NASA comparisons, or aerospace financing. Anchor: SpaceX launch system."
1264,https://www.businessinsider.com/celebrities-famous-best-friends-2017-3,https://www.businessinsider.com/celebrities-famous-best-friends-2017-3,https://www.businessinsider.com/celebrities-famous-best-friends-2017-3,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-05-18,30 celebrity pairs you didn't realize were best friends,30 celebrity pairs you didn't realize were best friends,9,Entertainment Team,BFFs|Famous|Hollywood|Features|Celebrities|Friendship|Partner Update,BFFs|Famous|Hollywood|Celebrities|Friendship|Partner Update,headline + source tags,high,BFFs,topic,,,entertainment_and_culture,entertainment and culture,Utility payoff,Celebrity attention and culture coverage,utility / decision-aid framing,"Give the reader a direct payoff, shortcut, or recommendation.",Guide / service,"Helpful, practical, direct","Broad, especially strong in celebrity and culture coverage",utility,"A quick, practical answer the reader can use.",service promise,The stake is whether the reader can use the information immediately.,Specific,mixed,culture and celebrity readers,"Promise a direct payoff, deliver it early, and make the reader's next step obvious.",celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
1265,https://www.businessinsider.com/aryton-senna-wife-girlfriend-kids-2024-11,https://www.businessinsider.com/aryton-senna-wife-girlfriend-kids-2024-11,https://www.businessinsider.com/aryton-senna-wife-girlfriend-kids-2024-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-11-29,'Senna' depicts Ayrton Senna's relationships with his ex-wife and girlfriend. Here's what the show gets right about his personal life.,'Senna' depicts Ayrton Senna's relationships with his ex-wife and girlfriend. Here's what the show gets right about his personal life.,20,Entertainment Team,Ayrton Senna|formula 1|F1,Ayrton Senna|formula 1|F1,headline + source tags,high,Ayrton Senna,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1266,https://www.businessinsider.com/moon-missions-why-astronauts-have-not-returned-2018-7,https://www.businessinsider.com/moon-missions-why-astronauts-have-not-returned-2018-7,https://www.businessinsider.com/moon-missions-why-astronauts-have-not-returned-2018-7,2,yes,evergreen stories pull 2026-06-09T1228,yes,2024-11-13,Why the US hasn't returned humans to the moon. The reasons are depressing.,Why the US hasn't returned humans to the moon. The reasons are depressing.,13,Health and Healthcare|Partnerships|Science|Transportation,Astronauts|SpaceX|NASA|Space|Space Travel|Moon|Presidents|Politics|Apollo|BI Graphics|INSIDER Data|Moon missions|Budget|Blue Origin,Astronauts|SpaceX|NASA|Space|Space Travel|Moon|Presidents|Politics|Apollo|INSIDER Data|Moon missions|Budget|Blue Origin,headline + source tags,high,SpaceX,organization,organizational_actor,NASA,space_and_aerospace,space and aerospace,Future implications,Space and aerospace business stakes,science/tech implication framing,Turn a technical development into a reader-relevant consequence.,Explainer / analysis,"Speculative, explanatory, consequential","Broad, especially strong in space and aerospace coverage",technology implication,A forward-looking read on what could change next.,forecast,"The stake is whether a forecast becomes a real shift in behavior, markets, or expectations.",Specific,analysis,readers following space and aerospace,Translate a technical development into real-world stakes.,space and aerospace execution,SpaceX|spacex|starship|rocket|launch|nasa|ipo|funding|valuation|revenue,,75,"Use when the query is about SpaceX, Starship, launch risk, NASA comparisons, or aerospace financing. Anchor: space and aerospace execution."
1267,https://www.businessinsider.com/mars-inc-family-fortune-net-worth-lifestyle-snickers-twix-2019-3,https://www.businessinsider.com/mars-inc-family-fortune-net-worth-lifestyle-snickers-twix-2019-3,https://www.businessinsider.com/mars-inc-family-fortune-net-worth-lifestyle-snickers-twix-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2024-05-20,"Meet the Mars family, heirs to the Snickers and M&M's candy empire, who avoided the limelight for years","Meet the Mars family, heirs to the Snickers and M&M's candy empire, who avoided the limelight for years",19,Business News|Economy,Arts & Culture|Snickers|Visual Slideshow|Generational Wealth|Partner Update|Richest Americans|Features|Mars family|VCA|Mars Inc|wealthiest americans|Family Dynasties|Richest Families|Candy|Business Visual Features,Arts & Culture|Snickers|Visual Slideshow|Generational Wealth|Partner Update|Richest Americans|Mars family|VCA|Mars Inc|wealthiest americans|Family Dynasties|Richest Families|Candy,headline + source tags,high,Arts & Culture,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1268,https://www.businessinsider.com/cathy-family-chick-fil-a-fortune-net-worth-lifestyle-photos-2019-3,https://www.businessinsider.com/cathy-family-chick-fil-a-fortune-net-worth-lifestyle-photos-2019-3,https://www.businessinsider.com/cathy-family-chick-fil-a-fortune-net-worth-lifestyle-photos-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2024-05-09,Chick-fil-A's founding family is worth more than $33 billion. Here's how the Cathys created the fast food chain and how they run it today,Chick-fil-A's founding family is worth more than $33 billion. Here's how the Cathys created the fast food chain and how they run it today,24,Corporate|Economy,Arts & Culture|Generational Wealth|Fast Food|Features|Cathy Family|BI Graphics|BI Select|Visual Slideshow|Chick-fil-A,Arts & Culture|Generational Wealth|Fast Food|Cathy Family|Visual Slideshow|Chick-fil-A,headline + source tags,high,Arts & Culture,topic,,,food_and_consumer_habits,food and consumer habits,Current development,Food behavior and consumer habits,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in food and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,food and consumer readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1269,https://www.businessinsider.com/disney-family-net-worth-fortune-media-walt-2019-6,https://www.businessinsider.com/disney-family-net-worth-fortune-media-walt-2019-6,https://www.businessinsider.com/disney-family-net-worth-fortune-media-walt-2019-6,2,yes,evergreen stories pull 2026-06-09T1228,yes,2020-02-07,"A family feud over a $400 million trust fund, a massive fortune that left one heiress with an inferiority complex, and a sprawling media empire. Meet the Disney family.","A family feud over a $400 million trust fund, a massive fortune that left one heiress with an inferiority complex, and a sprawling media empire. Meet the Disney family.",29,Economy,Arts & Culture|Features|BI Select|Walt Disney|Walt Disney World|Billionaires|Disney,Arts & Culture|Walt Disney|Walt Disney World|Billionaires|Disney,headline + source tags,high,Arts & Culture,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1270,https://www.businessinsider.com/betsey-johnson-mobile-home-trailer-park-listed-tour-photos-2019-9,https://www.businessinsider.com/betsey-johnson-mobile-home-trailer-park-listed-tour-photos-2019-9,https://www.businessinsider.com/betsey-johnson-mobile-home-trailer-park-listed-tour-photos-2019-9,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-12-09,Betsey Johnson sold her pink mobile home for nearly $2 million and it's located in one of America's most exclusive trailer parks — here's a look inside,Betsey Johnson sold her pink mobile home for nearly $2 million and it's located in one of America's most exclusive trailer parks — here's a look inside,26,Real Estate,Arts & Culture|Betsey Johnson|BI Select|Real Estate|Features,Arts & Culture|Betsey Johnson|Real Estate,headline + source tags,high,Arts & Culture,topic,,,media_and_public_figures,media and public figures,Relocation tradeoff,Public-figure behavior and reputation,housing / relocation tradeoff framing,Use a move or housing decision to surface the hidden tradeoff.,Feature / report,"Reflective, comparative, tradeoff-oriented","Broad, especially strong in media and public-figure coverage",housing tradeoff,How the move or housing choice changes the tradeoff.,before/after,"The stake is whether moving or staying changes quality of life, cost, and long-term plans.",Highly specific,reporting,readers following public figures and media,Use the move or home decision to surface the hidden tradeoff.,public-figure reputation and attention,business|story|trend,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: public-figure reputation and attention.
1271,https://www.businessinsider.com/foods-that-are-hard-to-digest-2019-2,https://www.businessinsider.com/foods-that-are-hard-to-digest-2019-2,https://www.businessinsider.com/foods-that-are-hard-to-digest-2019-2,1,no,evergreen stories pull 2026-06-09T1228,yes,2019-02-14,7 things you're eating daily that your body struggles to digest,7 things you're eating daily that your body struggles to digest,11,,Artificial Sweeteners|Digestive Health|Freelancer,Artificial Sweeteners|Digestive Health,headline + source tags,high,Artificial Sweeteners,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
1272,https://www.businessinsider.com/the-vdara-death-ray-hotel-is-still-burning-people-in-las-vegas-2016-6,https://www.businessinsider.com/the-vdara-death-ray-hotel-is-still-burning-people-in-las-vegas-2016-6,https://www.businessinsider.com/the-vdara-death-ray-hotel-is-still-burning-people-in-las-vegas-2016-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2016-07-05,The 'death ray hotel' burning Las Vegas visitors came up with a simple fix,The 'death ray hotel' burning Las Vegas visitors came up with a simple fix,14,,Architecture|Design,Architecture|Design,headline + source tags,medium,Architecture,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
1273,https://www.businessinsider.com/genius-bar-apple,https://www.businessinsider.com/genius-bar-apple,https://www.businessinsider.com/genius-bar-apple,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-01-02,"Genius Bar: What Apple's help desk is for, how to make an appointment, and how to get a job there","Genius Bar: What Apple's help desk is for, how to make an appointment, and how to get a job there",20,,Apple Genius Bar|Apple|apple pyramid|pyramid,Apple Genius Bar|Apple|apple pyramid,headline + source tags,high,Apple Genius Bar,topic,,,careers_and_labor,careers and labor,Career impact,Workplace pressure and career consequences,utility / decision-aid framing,"Give the reader a direct payoff, shortcut, or recommendation.",Guide / service,"Helpful, practical, direct","Broad, especially strong in jobs, hiring, and workplace coverage",utility,"How the story affects jobs, hiring, or workplace security.",service promise,"The stake is whether workers, applicants, or employers face real job-market consequences.",Specific,mixed,job seekers and workers,"Promise a direct payoff, deliver it early, and make the reader's next step obvious.",workforce change,layoffs|hiring|jobs|salary|workplace|employees,,65,"Use when the query is about layoffs, hiring, jobs, compensation, or workplace disruption. Anchor: workforce change."
1274,https://www.businessinsider.com/14-year-old-thought-heart-attack-was-butterflies-school-dance-2023-2,https://www.businessinsider.com/14-year-old-thought-heart-attack-was-butterflies-school-dance-2023-2,https://www.businessinsider.com/14-year-old-thought-heart-attack-was-butterflies-school-dance-2023-2,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-02-07,A 14-year-old thought she had 'butterflies' from dancing with a boy at winter formal. It was a heart attack.,A 14-year-old thought she had 'butterflies' from dancing with a boy at winter formal. It was a heart attack.,19,Health and Parenting,Anxiety|Heart Attack|Misdiagnosis|American Heart Association|Women's Health|Heart health,Anxiety|Heart Attack|Misdiagnosis|American Heart Association|Women's Health|Heart health,headline + source tags,high,Anxiety,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
